Game,Console,Name,Publisher,Developer,Total Shipped,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Last Update,rating,ratings_count,metacritic,genres,platforms
PS3_The King of Fighters XII,PS3,The King of Fighters XII,Ignition Entertainment,SNK Playmore Corporation,0.0,160000.0,110000.0,10000.0,30000.0,10000.0,2009-07-28,,3.44,18.0,,"Arcade, Fighting","Xbox 360, PlayStation 3"
PS3_Fracture,PS3,Fracture,LucasArts,Day 1 Studios,0.0,160000.0,110000.0,40000.0,0.0,20000.0,2008-10-07,,2.81,25.0,62.0,"Shooter, Action","Xbox 360, PlayStation 3"
PS3_WRC 2: FIA World Rally Championship,PS3,WRC 2: FIA World Rally Championship,Ubisoft,Milestone S.r.l,0.0,160000.0,0.0,130000.0,0.0,30000.0,2011-10-14,,,,,,
PS4_Dead Rising 4: Frank's Big Package,PS4,Dead Rising 4: Frank's Big Package,Capcom,Capcom,0.0,160000.0,80000.0,50000.0,0.0,30000.0,2017-12-05,2018-09-25,3.09,11.0,,"Adventure, Action",PlayStation 4
PS3_The BIGS,PS3,The BIGS,2K Sports,Blue Castle Games,0.0,160000.0,150000.0,0.0,0.0,10000.0,2007-06-25,,,,,,
PS3_Heroes Over Europe,PS3,Heroes Over Europe,Ubisoft,Transmission Games,0.0,160000.0,120000.0,20000.0,0.0,20000.0,2009-09-15,,0.0,4.0,,Arcade,"PC, Xbox 360, PlayStation 3"
PS3_TimeShift,PS3,TimeShift,Sierra Entertainment,Saber Interactive,0.0,160000.0,140000.0,0.0,0.0,20000.0,2007-11-19,,3.73,274.0,71.0,"Indie, Shooter, Adventure, Action","PC, Xbox 360, PlayStation 3"
PS4_BlazBlue: Chrono Phantasma Extend,PS4,BlazBlue: Chrono Phantasma Extend,Aksys Games,Arc System Works,0.0,160000.0,80000.0,40000.0,20000.0,20000.0,2015-06-30,2018-07-09,3.75,52.0,82.0,"Arcade, Action, Fighting","PC, Xbox One, PlayStation 4, PlayStation 3, PS Vita"
PS4_Digimon Story: Cyber Sleuth - Hacker's Memory,PS4,Digimon Story: Cyber Sleuth - Hacker's Memory,Namco Bandai Games,Media.Vision,0.0,160000.0,50000.0,50000.0,40000.0,20000.0,2018-01-19,2018-01-07,,,,,
PS4_Berserk and the Band of the Hawk,PS4,Berserk and the Band of the Hawk,Tecmo Koei,Omega Force,0.0,160000.0,70000.0,20000.0,50000.0,20000.0,2017-02-21,2018-04-21,3.09,54.0,60.0,Action,"PC, PlayStation 4, PlayStation 3, PS Vita"
PS3_NPPL Championship Paintball 2009,PS3,NPPL Championship Paintball 2009,Activision,Sand Grain Studios,0.0,160000.0,150000.0,0.0,0.0,20000.0,2008-11-18,,,,,,
PS4_Naruto Shippuden: Ultimate Ninja Storm Legacy,PS4,Naruto Shippuden: Ultimate Ninja Storm Legacy,Namco Bandai Games,CyberConnect2,0.0,160000.0,70000.0,40000.0,30000.0,20000.0,2017-08-25,,,,,,
PS3_Pro Baseball Spirits 2015,PS3,Pro Baseball Spirits 2015,Konami Digital Entertainment,"Konami Digital Entertainment, Inc.",0.0,160000.0,0.0,0.0,160000.0,0.0,2015-03-26,,,,,,
PS4_Battlezone,PS4,Battlezone,Sony Interactive Entertainment,Rebellion Developments,0.0,160000.0,90000.0,40000.0,0.0,30000.0,2016-10-13,2018-06-30,2.75,16.0,66.0,"Shooter, Action","PC, PlayStation 4"
PS3_Beowulf: The Game,PS3,Beowulf: The Game,Ubisoft,Ubisoft,0.0,160000.0,140000.0,10000.0,0.0,10000.0,2007-11-13,,2.56,32.0,49.0,Action,"PC, Xbox 360, PlayStation 3, PSP"
PS3_Splatterhouse,PS3,Splatterhouse,Namco Bandai,BottleRocket,0.0,160000.0,130000.0,20000.0,0.0,20000.0,2010-11-23,,,,,,
PS4_Pillars of Eternity,PS4,Pillars of Eternity,Paradox Interactive,Obsidian Entertainment,0.0,160000.0,110000.0,20000.0,0.0,30000.0,2017-08-29,2018-04-15,3.96,716.0,89.0,RPG,"PC, Xbox One, PlayStation 4, macOS, Linux"
PS3_Watchmen: The End is Nigh - The Complete Experience,PS3,Watchmen: The End is Nigh - The Complete Experience,Warner Bros. Interactive,Deadline Games,0.0,160000.0,80000.0,60000.0,0.0,20000.0,2009-07-21,,,,,,
PS3_Create,PS3,Create,Electronic Arts,EA Bright Light,0.0,160000.0,110000.0,30000.0,0.0,20000.0,2010-11-16,,,,,,
PS3_The Idolm@ster 2,PS3,The Idolm@ster 2,Bandai,Bandai Namco Games,0.0,160000.0,0.0,0.0,160000.0,0.0,2011-10-27,,,,,,
